nodeid,queryhits,uniquequeryhits,receivedrequests,sentrequests,forwardedqueryhits,triedrequests,initializedrequests,search_type,node_count,graph_type
6,0,0,1,0,0,0,0,flood,10,3_regular
7,0,0,2,1,0,0,0,flood,10,3_regular
8,0,0,2,1,0,0,0,flood,10,3_regular
9,1,0,1,0,1,0,0,flood,10,3_regular
0,1,1,1,0,0,2,6,flood,10,3_regular
1,0,0,1,0,0,0,0,flood,10,3_regular
2,0,0,1,0,0,0,0,flood,10,3_regular
3,0,0,1,0,0,0,0,flood,10,3_regular
4,0,0,1,0,0,0,0,flood,10,3_regular
5,0,0,3,1,1,0,0,flood,10,3_regular
6,0,0,1,0,0,0,0,flood,10,3_regular
7,0,0,2,1,0,0,0,flood,10,3_regular
8,0,0,2,1,0,0,0,flood,10,3_regular
9,1,0,1,0,1,0,0,flood,10,3_regular
0,1,1,1,0,0,2,6,flood,10,3_regular
1,0,0,1,0,0,0,0,flood,10,3_regular
2,0,0,1,0,0,0,0,flood,10,3_regular
3,0,0,1,0,0,0,0,flood,10,3_regular
4,0,0,1,0,0,0,0,flood,10,3_regular
5,0,0,3,1,1,0,0,flood,10,3_regular
6,0,0,1,0,0,0,0,flood,10,3_regular
7,0,0,2,1,0,0,0,flood,10,3_regular
8,0,0,2,1,0,0,0,flood,10,3_regular
9,1,0,1,0,1,0,0,flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,1,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,1,1,0,0,0,normalized_flood,10,3_regular
8,0,0,1,0,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,1,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,1,1,0,0,0,normalized_flood,10,3_regular
5,0,0,4,2,1,0,0,normalized_flood,10,3_regular
6,0,0,2,0,0,0,0,normalized_flood,10,3_regular
7,0,0,2,2,0,0,0,normalized_flood,10,3_regular
8,0,0,1,0,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,2,2,2,0,0,4,8,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,3,1,1,0,0,normalized_flood,10,3_regular
3,0,0,1,1,0,0,0,normalized_flood,10,3_regular
4,0,0,2,1,0,0,0,normalized_flood,10,3_regular
5,0,0,2,1,1,0,0,normalized_flood,10,3_regular
6,0,0,4,1,1,0,0,normalized_flood,10,3_regular
7,0,0,5,3,1,0,0,normalized_flood,10,3_regular
8,0,0,3,2,0,0,0,normalized_flood,10,3_regular
9,2,0,2,0,2,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,1,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,0,0,0,0,0,normalized_flood,10,3_regular
8,0,0,2,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,2,1,1,0,0,normalized_flood,10,3_regular
6,0,0,1,0,0,0,0,normalized_flood,10,3_regular
7,0,0,2,1,0,0,0,normalized_flood,10,3_regular
8,0,0,1,0,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,5,10,normalized_flood,10,3_regular
1,0,0,2,2,0,0,0,normalized_flood,10,3_regular
2,0,0,3,1,1,0,0,normalized_flood,10,3_regular
3,0,0,5,2,0,0,0,normalized_flood,10,3_regular
4,0,0,3,2,0,0,0,normalized_flood,10,3_regular
5,0,0,3,2,0,0,0,normalized_flood,10,3_regular
6,0,0,4,2,0,0,0,normalized_flood,10,3_regular
7,0,0,3,3,0,0,0,normalized_flood,10,3_regular
8,0,0,6,4,1,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,2,1,1,0,0,normalized_flood,10,3_regular
2,0,0,2,1,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,2,0,0,0,0,normalized_flood,10,3_regular
7,0,0,2,1,0,0,0,normalized_flood,10,3_regular
8,0,0,2,2,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,4,8,normalized_flood,10,3_regular
1,0,0,2,0,0,0,0,normalized_flood,10,3_regular
2,0,0,4,2,1,0,0,normalized_flood,10,3_regular
3,0,0,1,1,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,2,1,0,0,0,normalized_flood,10,3_regular
6,0,0,5,3,1,0,0,normalized_flood,10,3_regular
7,0,0,5,3,1,0,0,normalized_flood,10,3_regular
8,0,0,3,2,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,1,0,0,0,0,normalized_flood,10,3_regular
4,0,0,2,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,1,1,0,0,0,normalized_flood,10,3_regular
7,0,0,3,2,0,0,0,normalized_flood,10,3_regular
8,0,0,1,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,1,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,2,1,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,1,0,0,0,0,normalized_flood,10,3_regular
8,0,0,2,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,1,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,2,0,0,0,0,normalized_flood,10,3_regular
5,0,0,2,1,1,0,0,normalized_flood,10,3_regular
6,0,0,1,1,0,0,0,normalized_flood,10,3_regular
7,0,0,3,2,0,0,0,normalized_flood,10,3_regular
8,0,0,2,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,1,0,0,0,0,normalized_flood,10,3_regular
7,0,0,2,1,0,0,0,normalized_flood,10,3_regular
8,0,0,0,0,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,1,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,0,0,0,0,0,normalized_flood,10,3_regular
8,0,0,2,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,3,1,1,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,2,1,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,1,0,0,0,0,normalized_flood,10,3_regular
7,0,0,1,1,0,0,0,normalized_flood,10,3_regular
8,0,0,3,2,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,2,1,1,0,0,normalized_flood,10,3_regular
2,0,0,2,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,2,1,0,0,0,normalized_flood,10,3_regular
7,0,0,2,2,0,0,0,normalized_flood,10,3_regular
8,0,0,2,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,0,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,1,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,2,1,0,0,0,normalized_flood,10,3_regular
8,0,0,0,0,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,4,8,normalized_flood,10,3_regular
1,0,0,1,0,0,0,0,normalized_flood,10,3_regular
2,0,0,1,1,0,0,0,normalized_flood,10,3_regular
3,0,0,2,1,0,0,0,normalized_flood,10,3_regular
4,0,0,2,1,0,0,0,normalized_flood,10,3_regular
5,0,0,4,2,1,0,0,normalized_flood,10,3_regular
6,0,0,2,1,0,0,0,normalized_flood,10,3_regular
7,0,0,3,1,0,0,0,normalized_flood,10,3_regular
8,0,0,3,3,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,2,2,2,0,0,3,6,normalized_flood,10,3_regular
1,0,0,1,0,0,0,0,normalized_flood,10,3_regular
2,0,0,2,1,1,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,1,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,2,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,2,1,0,0,0,normalized_flood,10,3_regular
8,0,0,3,1,1,0,0,normalized_flood,10,3_regular
9,2,0,2,0,2,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,2,4,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,1,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,0,0,0,0,0,normalized_flood,10,3_regular
5,0,0,3,1,1,0,0,normalized_flood,10,3_regular
6,0,0,0,0,0,0,0,normalized_flood,10,3_regular
7,0,0,1,0,0,0,0,normalized_flood,10,3_regular
8,0,0,1,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,normalized_flood,10,3_regular
1,0,0,0,0,0,0,0,normalized_flood,10,3_regular
2,0,0,1,0,0,0,0,normalized_flood,10,3_regular
3,0,0,0,0,0,0,0,normalized_flood,10,3_regular
4,0,0,2,0,0,0,0,normalized_flood,10,3_regular
5,0,0,2,1,1,0,0,normalized_flood,10,3_regular
6,0,0,1,1,0,0,0,normalized_flood,10,3_regular
7,0,0,3,2,0,0,0,normalized_flood,10,3_regular
8,0,0,2,1,0,0,0,normalized_flood,10,3_regular
9,1,0,1,0,1,0,0,normalized_flood,10,3_regular
0,1,1,1,0,0,3,6,random_walk,10,3_regular
1,0,0,0,0,0,0,0,random_walk,10,3_regular
2,0,0,1,0,0,0,0,random_walk,10,3_regular
3,0,0,0,0,0,0,0,random_walk,10,3_regular
4,0,0,1,0,0,0,0,random_walk,10,3_regular
5,0,0,3,1,1,0,0,random_walk,10,3_regular
6,0,0,1,0,0,0,0,random_walk,10,3_regular
7,0,0,2,2,0,0,0,random_walk,10,3_regular
8,0,0,2,1,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,2,2,2,0,0,5,10,random_walk,10,3_regular
1,0,0,1,0,0,0,0,random_walk,10,3_regular
2,0,0,2,1,1,0,0,random_walk,10,3_regular
3,0,0,3,2,0,0,0,random_walk,10,3_regular
4,0,0,1,0,0,0,0,random_walk,10,3_regular
5,0,0,4,1,1,0,0,random_walk,10,3_regular
6,0,0,3,0,0,0,0,random_walk,10,3_regular
7,0,0,3,3,0,0,0,random_walk,10,3_regular
8,0,0,5,4,1,0,0,random_walk,10,3_regular
9,2,0,2,0,2,0,0,random_walk,10,3_regular
0,1,1,1,0,0,5,10,random_walk,10,3_regular
1,0,0,1,1,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,3,1,0,0,0,random_walk,10,3_regular
4,0,0,5,0,0,0,0,random_walk,10,3_regular
5,0,0,3,2,1,0,0,random_walk,10,3_regular
6,0,0,1,1,0,0,0,random_walk,10,3_regular
7,0,0,5,4,0,0,0,random_walk,10,3_regular
8,0,0,3,2,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,3,6,random_walk,10,3_regular
1,0,0,0,0,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,0,0,0,0,0,random_walk,10,3_regular
4,0,0,2,0,0,0,0,random_walk,10,3_regular
5,0,0,2,1,1,0,0,random_walk,10,3_regular
6,0,0,1,0,0,0,0,random_walk,10,3_regular
7,0,0,4,3,0,0,0,random_walk,10,3_regular
8,0,0,1,0,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,3,6,random_walk,10,3_regular
1,0,0,1,0,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,0,0,0,0,0,random_walk,10,3_regular
4,0,0,2,0,0,0,0,random_walk,10,3_regular
5,0,0,4,2,1,0,0,random_walk,10,3_regular
6,0,0,0,0,0,0,0,random_walk,10,3_regular
7,0,0,2,2,0,0,0,random_walk,10,3_regular
8,0,0,1,0,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,4,8,random_walk,10,3_regular
1,0,0,3,1,1,0,0,random_walk,10,3_regular
2,0,0,1,0,0,0,0,random_walk,10,3_regular
3,0,0,1,0,0,0,0,random_walk,10,3_regular
4,0,0,1,0,0,0,0,random_walk,10,3_regular
5,0,0,3,2,1,0,0,random_walk,10,3_regular
6,0,0,2,1,0,0,0,random_walk,10,3_regular
7,0,0,5,3,0,0,0,random_walk,10,3_regular
8,0,0,1,1,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,4,8,random_walk,10,3_regular
1,0,0,2,0,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,2,1,0,0,0,random_walk,10,3_regular
4,0,0,2,0,0,0,0,random_walk,10,3_regular
5,0,0,5,2,1,0,0,random_walk,10,3_regular
6,0,0,0,0,0,0,0,random_walk,10,3_regular
7,0,0,2,2,0,0,0,random_walk,10,3_regular
8,0,0,2,2,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,2,4,random_walk,10,3_regular
1,0,0,1,0,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,0,0,0,0,0,random_walk,10,3_regular
4,0,0,0,0,0,0,0,random_walk,10,3_regular
5,0,0,3,2,1,0,0,random_walk,10,3_regular
6,0,0,0,0,0,0,0,random_walk,10,3_regular
7,0,0,2,0,0,0,0,random_walk,10,3_regular
8,0,0,0,0,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,2,4,random_walk,10,3_regular
1,0,0,0,0,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,1,0,0,0,0,random_walk,10,3_regular
4,0,0,0,0,0,0,0,random_walk,10,3_regular
5,0,0,3,1,1,0,0,random_walk,10,3_regular
6,0,0,0,0,0,0,0,random_walk,10,3_regular
7,0,0,0,0,0,0,0,random_walk,10,3_regular
8,0,0,2,1,0,0,0,random_walk,10,3_regular
9,1,0,1,0,1,0,0,random_walk,10,3_regular
0,1,1,1,0,0,4,8,random_walk,10,3_regular
1,0,0,0,0,0,0,0,random_walk,10,3_regular
2,0,0,0,0,0,0,0,random_walk,10,3_regular
3,0,0,4,0,0,0,0,random_walk,10,3_regular
4,0,0,2,1,0,0,0,random_walk,10,3_regular
